id,bad,wealth,max_unpay_day,score,age,period,education
3608,0,3,,319,28,8,4
3609,0,5,,241,26,6,2
3610,1,6,,312,29,6,4
3611,0,2,,342,25,6,4
3612,0,5,,281,35,10,2
3613,0,3,,308,31,6,4
3614,0,4,,292,27,6,4
3615,0,5,171,335,28,10,2
3616,0,4,,288,33,10,4
3617,0,4,,271,24,6,
3618,0,4,,276,28,,4
3619,1,6,,375,25,6,4
3620,0,4,,365,38,,4
3621,0,3,,352,26,10,4
3622,0,5,,319,28,6,4
3623,0,4,,288,30,6,3
3624,0,4,,380,32,6,5
3625,0,5,,273,34,4,4
3626,0,9,,330,25,10,2
3627,0,3,,305,33,,4
3628,1,,,0,22,6,2
3629,0,6,,361,31,8,3
3630,0,5,,257,22,6,
3631,0,6,,365,25,6,
3632,1,6,,352,29,,3
3633,0,,,207,24,10,4
3634,0,2,,295,24,6,4
3635,0,4,,336,30,10,5
3636,0,8,,296,27,8,5
3637,0,3,,350,27,10,4
3638,0,5,,346,24,10,1
3639,0,5,,410,24,6,
3640,0,7,,382,24,6,4
3641,1,4,,255,24,10,3
3642,0,6,,269,25,6,4
3643,0,6,,293,29,6,2
3644,0,3,171,310,23,6,2
3645,0,7,,325,28,6,3
3646,0,4,,334,31,10,4
3647,0,3,,312,30,6,4
3648,0,3,,0,31,10,4
3649,1,,,0,23,10,2
3650,0,6,,378,25,10,4
3651,0,3,,278,37,,4
3652,0,5,,307,24,6,2
3653,0,5,,270,26,,
3654,0,5,,327,30,10,3
3655,0,3,,327,22,6,2
3656,0,7,,275,38,,2
3657,0,3,,331,37,,4
3658,0,3,,325,25,6,4
3659,0,4,,293,31,,3
3660,0,2,,204,26,6,3
3661,0,4,,336,25,,4
3662,0,5,,281,31,,4
3663,0,3,,0,30,,3
3664,1,3,,261,27,6,4
3665,0,6,,396,24,6,4
3666,0,6,,304,29,,
3667,0,2,,230,32,,4
3668,0,5,,390,28,6,4
3669,0,2,,280,22,6,2
3670,0,2,,313,25,10,2
3671,0,6,,438,35,8,5
3672,0,3,188,205,23,10,2
3673,0,5,,363,29,6,4
3674,0,4,,433,31,10,4
3675,0,4,,319,39,,4
3676,0,6,,210,24,,2
3677,0,3,,324,29,6,4
3678,0,9,,261,30,8,4
3679,0,5,,288,29,6,4
3680,0,6,,343,30,6,2
3681,0,5,,359,28,10,4
3682,0,5,,292,25,10,2
3683,1,1,,213,30,,2
3684,0,7,,354,22,,5
3685,0,4,,334,26,,4
3686,0,5,,351,30,6,4
3687,0,2,,218,23,6,2
3688,0,5,,370,23,6,
3689,1,5,,324,25,6,2
3690,0,4,,298,27,6,4
3691,0,2,,251,28,6,4
3692,0,3,,338,26,10,4
3693,0,4,,242,24,6,4
3694,0,5,,337,40,6,
3695,0,4,,307,24,6,2
3696,0,3,,322,30,6,4
3697,0,4,,336,25,,4
3698,1,6,,258,26,6,3
3699,0,3,171,307,25,6,3
3700,0,5,,322,28,6,5
3701,0,6,,357,30,10,4
3702,0,11,,279,35,4,5
3703,0,5,,331,26,10,
3704,0,3,,371,27,6,4
3705,0,4,,258,23,6,1
3706,0,3,,292,34,6,4
3707,0,3,,327,40,,4
3708,0,6,,237,24,,2
3709,0,,,198,22,6,4
3710,0,3,,310,25,6,4
3711,0,3,,395,23,6,1
3712,0,4,,360,22,,3
3713,0,7,,348,26,6,4
3714,0,4,,303,23,6,4
3715,0,5,,236,25,6,4
3716,0,4,,248,26,6,4
3717,0,7,,242,23,6,3
3718,0,5,,383,27,,
3719,0,4,,396,32,6,4
3720,0,5,,345,29,8,2
3721,0,6,,264,25,10,4
3722,0,8,,350,33,6,4
3723,0,3,,224,25,6,1
3724,0,4,,244,24,,4
3725,0,2,,201,23,6,3
3726,0,3,,346,24,10,2
3727,0,5,,299,25,10,2
3728,0,4,204,224,25,10,3
3729,0,4,,343,29,,4
3730,0,7,,374,26,10,4
3731,0,5,,365,26,6,3
3732,0,4,,293,26,,5
3733,1,3,,252,25,6,3
3734,0,,,214,24,6,2
3735,0,5,,301,24,6,2
3736,0,6,,353,24,10,4
3737,0,2,,329,23,6,2
3738,0,3,,299,30,,4
3739,0,5,,250,23,6,2
3740,0,4,,283,30,,4
3741,0,6,,370,26,6,4
3742,0,7,,339,31,10,4
3743,0,5,,249,34,6,1
3744,0,5,,225,28,6,
3745,0,4,,265,28,4,3
3746,0,5,208,259,35,,2
3747,0,3,,293,39,6,4
3748,0,5,,346,45,,4
3749,1,4,208,233,27,10,2
3750,0,4,,279,28,6,
3751,0,4,,309,33,4,5
3752,0,,,217,22,10,3
3753,0,6,,357,23,6,
3754,0,,,0,24,6,2
3755,0,4,,330,28,8,2
3756,0,3,,260,24,,4
3757,0,5,,405,29,10,4
3758,0,5,,295,22,6,
3759,0,6,,337,25,6,
3760,0,9,,414,34,6,
3761,0,3,,313,28,6,4
3762,0,3,,358,35,10,5
3763,1,2,,246,22,10,4
3764,0,5,,344,28,6,4
3765,0,4,,339,28,6,5
3766,0,7,,299,25,6,2
3767,0,4,,364,27,6,4
3768,0,4,,285,23,6,3
3769,0,4,,266,25,10,
3770,0,3,,325,24,6,4
3771,1,3,,277,24,6,2
3772,0,5,,353,31,6,4
3773,0,5,,278,31,10,2
3774,0,8,,407,31,,2
3775,0,3,,333,32,6,4
3776,0,4,,288,25,6,4
3777,0,,,0,31,,4
3778,0,4,,260,24,6,5
3779,0,3,,240,28,10,2
3780,1,3,,294,26,6,4
3781,0,4,,289,23,6,2
3782,0,4,,383,26,6,4
3783,0,4,,249,29,6,2
3784,0,4,,300,28,,2
3785,0,6,,274,24,6,3
3786,1,3,,272,28,6,2
3787,1,3,,210,21,6,2
3788,0,3,,288,24,10,
3789,0,8,,369,26,,2
3790,0,5,,355,23,10,3
3791,0,4,,267,32,6,4
3792,0,4,,270,31,6,2
3793,0,3,,315,29,6,3
3794,0,8,,193,23,6,2
3795,0,5,,264,24,,4
3796,0,9,,298,23,6,2
3797,0,3,,299,24,6,3
3798,1,4,,276,37,,4
3799,0,2,,206,29,10,2
3800,0,7,,210,23,6,4
3801,0,8,,276,27,6,
3802,0,7,,336,26,10,5
3803,1,3,,265,22,10,2
3804,0,3,,270,25,6,3
3805,0,3,,333,30,6,4
3806,0,3,,302,36,10,5
3807,0,4,,259,26,10,2
3808,0,4,,402,28,10,4
3809,0,9,,304,33,,2
3810,0,,,0,,,5
3811,0,8,,306,27,6,3
3812,1,3,,297,21,6,2
3813,0,5,,343,30,6,4
3814,0,6,,344,37,6,5
3815,0,6,,417,32,,3
3816,0,4,,289,25,,4
3817,0,4,,333,27,6,2
3818,1,4,,285,22,6,4
3819,0,5,,250,25,,2
3820,0,3,171,238,21,6,2
3821,0,5,,319,24,6,
3822,0,2,200,229,29,10,
3823,0,3,,0,27,6,4
3824,0,5,,321,23,10,4
3825,0,5,204,244,25,6,2
3826,0,4,,354,29,6,4
3827,0,6,,296,29,6,4
3828,0,2,,0,29,,4
3829,0,2,,242,34,4,4
3830,0,4,,359,31,8,4
3831,1,8,,0,25,6,
3832,0,4,,304,28,6,
3833,0,5,,361,32,10,4
3834,0,2,,308,26,6,4
3835,0,,,210,24,10,
3836,0,5,,348,25,6,5
3837,0,4,,299,24,6,3
3838,0,3,,314,25,6,5
3839,0,2,,275,27,,4
3840,0,5,,401,28,6,4
3841,0,4,,360,24,4,5
3842,0,4,,402,28,10,3
3843,0,1,208,217,23,10,
3844,0,4,204,239,31,10,2
3845,0,6,,394,33,,3
3846,0,6,,246,36,,
3847,0,3,,193,26,6,
3848,0,3,,278,23,6,2
3849,0,2,208,183,23,10,2
3850,0,9,,421,25,6,
3851,0,4,,359,26,6,4
3852,0,5,,353,27,6,4
3853,0,5,,319,23,6,
3854,0,5,,380,27,10,4
3855,0,4,,365,30,6,4
3856,0,3,,308,30,,4
3857,0,5,,305,32,6,4
3858,0,1,,193,24,6,
3859,1,,193,0,20,10,2
3860,0,,184,214,23,10,2
3861,0,3,,258,24,6,2
3862,0,7,,320,23,6,2
3863,1,4,,314,24,6,4
3864,0,5,171,334,31,6,3
3865,0,1,,193,21,6,
3866,0,9,,270,30,6,4
3867,1,3,,336,32,10,3
3868,0,1,188,205,23,10,2
3869,0,4,,347,29,6,4
3870,0,2,,270,24,6,4
3871,0,2,,200,28,6,3
3872,0,5,,379,26,6,3
3873,0,5,,361,23,10,4
3874,1,3,,308,25,6,4
3875,0,8,,262,23,6,2
3876,0,5,,323,28,,
3877,0,9,,317,28,6,2
3878,0,3,,0,27,6,4
3879,0,5,,275,28,6,2
3880,0,4,,286,34,,2
3881,0,3,,208,22,6,4
3882,0,4,,352,27,6,4
3883,0,9,,289,23,6,2
3884,0,4,,391,23,6,4
3885,0,3,,317,33,6,4
3886,0,4,,353,26,6,4
3887,0,3,,332,29,6,2
3888,0,4,,324,25,6,4
3889,0,5,,359,31,6,4
3890,0,5,,358,24,10,
3891,0,6,171,345,24,6,3
3892,0,5,,325,26,10,4
3893,1,4,,273,21,,2
3894,0,4,,341,34,6,4
3895,0,3,,273,41,,5
3896,0,6,,418,27,10,4
3897,0,6,,329,25,6,4
3898,0,5,,329,27,6,4
3899,0,3,,270,22,6,
3900,1,2,,268,31,,3
3901,0,5,,284,24,10,4
3902,0,4,,230,31,,2
3903,0,2,,324,27,10,2
3904,0,7,,327,29,6,4
3905,0,3,,297,26,6,3
3906,0,7,,396,30,10,4
3907,0,4,,285,27,,3
3908,0,2,,217,23,10,2
3909,0,4,,374,29,10,4
3910,0,5,,403,29,6,2
3911,0,7,,323,43,,4
3912,0,6,,339,30,10,4
3913,0,6,,268,22,6,2
3914,0,12,,381,28,6,4
3915,0,5,,332,38,6,4
3916,0,3,,276,26,6,4
3917,0,6,,370,29,10,4
3918,0,4,,275,23,10,4
3919,0,5,,371,32,6,
3920,0,4,,383,32,10,2
3921,1,5,,283,24,6,2
3922,0,5,,348,33,6,4
3923,0,7,,303,29,4,
3924,0,3,,289,27,10,4
3925,0,4,,215,27,6,4
3926,0,5,,362,27,10,4
3927,0,4,,265,26,6,4
3928,0,7,,353,30,6,2
3929,0,5,,227,41,,2
3930,0,2,,217,26,10,2
3931,0,6,,420,31,10,4
3932,0,4,,276,37,,4
3933,0,6,,362,36,,5
3934,0,3,,357,31,,4
3935,0,5,,322,27,6,2
3936,0,5,,300,33,,5
3937,0,5,171,320,31,6,4
3938,0,5,,326,33,6,2
3939,1,4,,304,27,6,3
3940,0,3,,214,23,6,2
3941,1,5,,244,24,10,3
3942,0,2,,256,28,6,5
3943,0,2,,297,26,10,4
3944,0,3,,275,23,6,2
3945,0,5,,345,25,6,4
3946,0,6,,191,33,,4
3947,0,3,,317,30,6,4
3948,0,4,,303,25,6,4
3949,0,4,,319,25,6,4
3950,0,3,,242,24,6,
3951,0,6,,271,25,4,
3952,0,8,,262,40,,5
3953,0,5,,344,25,6,3
3954,0,3,,282,28,6,4
3955,0,3,,318,25,6,4
3956,0,5,,305,32,,3
3957,0,3,,340,28,10,4
3958,0,5,,326,30,4,5
3959,0,4,,347,38,4,4
3960,0,5,,282,24,6,3
3961,1,3,,300,35,6,4
3962,0,4,,301,28,6,2
3963,0,5,,411,27,10,4
3964,0,3,,361,26,10,2
3965,0,5,,420,32,8,4
3966,1,4,,0,22,6,1
3967,0,3,,301,39,4,4
3968,1,4,,307,27,10,2
3969,1,2,,0,21,6,
3970,0,4,,277,25,10,3
3971,0,4,,401,33,10,5
3972,0,3,,255,23,6,2
3973,0,4,,237,21,6,3
3974,0,5,,303,30,8,4
3975,0,4,,317,26,10,
3976,0,4,,289,22,6,
3977,0,5,,301,34,,3
3978,0,5,,258,28,6,2
3979,0,7,,351,26,10,4
3980,0,5,,308,32,6,4
3981,1,,,219,23,10,2
3982,0,1,,200,34,,3
3983,0,3,,212,23,6,2
3984,0,4,,329,22,6,2
3985,0,5,,269,32,,
3986,0,5,,271,23,6,4
3987,1,2,,0,23,10,2
3988,1,2,,216,30,10,
3989,1,4,,276,23,6,
3990,0,7,,285,24,6,4
3991,0,5,,286,24,10,4
3992,0,3,,262,22,10,2
3993,0,7,171,317,28,6,3
3994,0,3,,214,24,6,4
3995,0,3,,308,26,6,4
3996,0,10,204,255,25,10,4
3997,0,7,,323,26,10,4
3998,0,7,,404,27,10,4
3999,0,7,,322,42,,3
4000,0,5,,270,29,10,4
4001,0,4,,341,28,6,5
4002,0,5,,329,24,6,4
4003,0,4,,413,27,8,4
4004,0,2,,271,25,6,1
4005,1,3,,250,24,6,4
4006,0,3,,277,31,,4
4007,0,4,,322,26,6,4
4008,1,6,,251,24,10,3
4009,0,7,,298,31,10,4
4010,0,2,,351,26,8,2
4011,0,5,,350,30,,5
4012,0,4,,247,30,,2
4013,0,3,,347,31,10,4
4014,0,17,201,232,23,10,
4015,0,4,,350,27,6,4
4016,0,4,,286,24,6,4
4017,0,4,,353,26,6,4
4018,0,10,,324,26,6,2
4019,0,2,188,217,21,6,2
4020,0,4,,285,30,6,3
4021,0,6,,324,28,10,4
4022,0,2,,252,23,10,2
4023,0,3,,309,30,,4
4024,0,8,,291,46,,5
4025,0,4,,281,35,,4
4026,0,6,,326,23,6,2
4027,0,2,,320,32,,4
4028,0,6,,312,25,6,2
4029,0,3,,343,26,10,1
4030,0,4,,311,25,6,4
4031,0,4,,320,34,6,2
4032,0,5,,287,29,,4
4033,0,2,,257,25,,2
4034,0,7,,265,23,6,
4035,1,5,,277,25,6,3
4036,0,4,,338,32,10,4
4037,0,5,,378,24,6,
4038,0,3,,271,44,,4
4039,0,1,,219,22,10,2
4040,0,4,,185,24,,4
4041,0,4,,398,32,10,4
4042,0,6,,381,25,6,4
4043,0,4,,344,36,6,4
4044,0,5,,291,21,6,2
4045,0,3,,317,25,6,4
4046,0,3,,350,26,,4
4047,0,3,,269,22,6,1
4048,0,5,,323,30,4,4
4049,0,6,,311,25,6,4
4050,0,4,,316,24,6,4
4051,0,4,,325,26,6,
4052,1,3,184,224,24,6,2
4053,0,3,,365,27,6,2
4054,0,2,,208,36,10,3
4055,0,5,,335,35,,4
4056,0,5,,291,25,6,4
4057,0,5,,309,28,6,2
4058,0,1,,0,28,6,2
4059,0,8,,329,37,,4
4060,0,4,,301,37,10,5
4061,1,2,,0,22,10,4
4062,0,5,,347,26,,5
4063,0,4,,267,24,6,2
4064,0,2,,319,28,10,4
4065,0,5,,271,24,10,
4066,0,6,,313,26,6,
4067,0,4,,319,38,,3
4068,0,3,171,235,31,,3
4069,0,3,,331,29,6,4
4070,0,6,,356,23,6,4
4071,0,7,,227,29,6,2
4072,0,4,,249,24,10,2
4073,0,4,,247,24,,4
4074,0,6,,272,25,8,4
4075,0,6,,396,28,10,3
4076,0,10,,271,28,,2
4077,0,,,208,22,10,3
4078,0,4,,286,24,6,4
4079,0,1,,212,38,6,4
4080,1,5,,278,22,10,
4081,0,6,,335,29,10,4
4082,0,6,,362,30,8,4
4083,0,4,171,320,31,,3
4084,1,3,,313,23,6,4
4085,1,4,184,240,23,10,
4086,0,3,,264,27,,4
4087,0,5,,197,23,6,
4088,0,4,,327,26,10,4
4089,0,6,,372,41,,4
4090,0,,,0,34,,4
4091,0,5,,272,24,6,4
4092,0,5,,305,27,10,4
4093,0,5,,339,28,6,
4094,0,3,,281,28,6,4
4095,0,4,,349,24,,4
4096,0,4,,279,34,,3
4097,0,4,201,247,24,6,2
4098,0,4,,241,26,4,4
4099,0,10,,347,25,10,3
4100,0,4,,398,24,10,4
4101,0,3,,351,31,6,4
4102,0,6,,264,28,6,3
4103,0,4,,325,32,10,4
4104,0,3,,252,30,4,4
4105,0,5,,288,36,,4
4106,0,5,,277,32,6,
4107,0,5,,390,23,6,3
4108,0,2,,284,25,6,2
4109,0,3,,0,28,10,4
4110,0,4,,323,25,10,4
4111,0,2,,229,25,6,2
4112,0,5,184,214,23,6,2
4113,0,6,,257,31,,5
4114,0,5,,333,30,6,4
4115,0,4,,262,25,6,2
4116,0,4,200,238,24,6,2
4117,0,9,,298,27,6,
4118,0,6,,321,28,10,4
4119,0,3,,282,27,6,
4120,0,6,,341,31,6,2
4121,0,3,,293,34,,4
4122,0,2,,248,28,10,4
4123,0,4,,325,31,6,4
4124,0,4,,310,28,4,4
4125,0,4,,343,29,6,4
4126,0,3,,354,31,6,4
4127,0,5,,293,22,6,
4128,0,2,,317,30,10,4
4129,0,5,,377,28,6,4
4130,0,2,,223,23,6,2
4131,0,6,,298,23,6,
4132,0,6,,346,24,,4
4133,0,3,,223,31,4,4
4134,0,13,,281,23,6,2
4135,0,5,,309,29,,4
4136,0,6,,363,31,,4
4137,0,7,,326,23,6,1
4138,0,4,,296,31,10,4
4139,0,4,,346,47,,5
4140,0,5,,304,40,8,4
4141,0,4,,309,25,10,
4142,0,8,184,214,24,6,2
4143,0,5,,311,29,,4
4144,0,4,,341,25,6,2
4145,0,5,,325,27,,2
4146,0,5,,266,29,10,4
4147,0,5,,294,22,6,2
4148,0,8,,382,29,8,4
4149,1,7,201,240,23,10,2
4150,0,4,,287,32,,3
4151,0,3,,315,32,,4
4152,0,5,,324,22,6,4
4153,0,6,,301,30,10,2
4154,0,8,,229,22,6,2
4155,0,5,,281,31,,3
4156,0,6,,308,25,6,4
4157,0,,,193,21,6,2
4158,0,3,,304,27,6,4
4159,0,4,,341,35,10,2
4160,0,3,,329,28,8,4
4161,0,6,,270,22,6,
4162,0,4,,330,32,6,3
4163,0,3,,251,30,6,
4164,0,5,,281,38,6,4
4165,1,4,,306,28,6,
4166,0,3,,299,31,4,4
4167,0,4,,367,29,8,4
4168,0,3,,367,29,10,4
4169,0,4,,288,23,6,4
4170,0,4,,315,26,6,
4171,0,6,,377,26,10,
4172,0,5,,299,28,,
4173,0,3,,308,29,10,4
4174,0,5,,384,23,6,
4175,0,5,,342,25,6,4
4176,0,4,,304,35,4,4
4177,0,4,,317,26,6,4
4178,0,3,,309,24,10,
4179,0,3,,289,32,,4
4180,0,5,,292,31,6,4
4181,0,4,,327,40,,4
4182,0,4,,319,24,6,
4183,0,7,,215,19,,2
4184,0,4,,308,28,,
4185,0,5,,354,25,6,4
4186,0,4,,288,34,,5
4187,0,4,,322,27,,2
4188,0,4,,387,25,10,
4189,0,4,,258,26,6,1
4190,0,3,,349,32,6,4
4191,0,4,,322,35,,4
4192,0,4,,299,26,6,
4193,0,4,,274,31,10,4
4194,0,2,,221,30,,3
4195,0,4,,324,27,10,4
4196,1,4,,312,35,,4
4197,0,5,,327,29,,
4198,0,7,171,343,26,10,4
4199,0,4,,300,24,6,4
4200,0,5,,322,26,6,4
4201,1,,171,193,24,6,3
4202,0,4,,362,26,10,5
4203,0,6,,310,30,6,3
4204,0,3,,306,31,10,4
4205,0,3,,296,27,6,4
4206,0,3,,302,24,6,2
4207,0,6,,273,26,6,4
4208,0,6,,286,31,4,4
4209,0,5,,302,23,10,2
4210,0,5,,409,29,10,3
4211,0,3,,303,30,6,4
4212,0,5,,326,26,10,4
4213,0,7,,413,26,10,4
4214,0,4,,330,25,10,
4215,0,4,,268,28,6,4
4216,0,6,,317,28,10,
4217,0,5,,378,49,,4
4218,0,10,184,229,45,14,5
4219,0,2,,205,23,10,2
4220,0,4,,292,27,6,4
4221,0,4,,305,32,,4
4222,0,5,,371,38,,4
4223,0,4,,311,26,6,4
4224,0,8,,306,31,4,4
4225,0,5,,371,26,10,
4226,0,1,,237,27,6,2
4227,0,3,,308,29,,4
4228,0,5,201,258,22,6,4
4229,0,6,,340,35,6,4
4230,0,3,,253,25,6,3
4231,0,5,,327,24,4,4
4232,1,4,,281,26,6,3
4233,0,4,,305,29,,
4234,0,2,,267,23,10,3
4235,0,4,,328,29,10,4
4236,0,2,,249,33,,3
4237,1,6,,303,25,,2
4238,0,6,,269,37,6,5
4239,0,4,,328,26,10,2
4240,0,4,171,341,24,6,2
4241,0,5,,355,26,10,4
4242,0,6,,290,35,6,4
4243,0,5,,314,25,10,2
4244,1,2,188,0,22,10,2
4245,0,5,,316,29,10,4
4246,0,3,,296,24,10,2
4247,1,6,,328,26,6,
4248,0,4,,276,33,6,4
4249,1,2,,244,23,10,2
4250,1,3,,298,35,,3
4251,0,4,,348,27,6,2
4252,1,4,,294,28,6,4
4253,1,4,,248,23,10,4
4254,0,4,,347,30,10,
4255,0,5,,248,28,6,2
4256,0,4,,347,25,6,3
4257,0,4,,193,36,6,3
4258,0,3,,304,38,6,2
4259,1,4,,255,23,6,
4260,0,3,,365,31,,4
4261,0,3,,313,27,10,4
4262,0,4,,285,23,6,
4263,0,6,,338,38,,
4264,0,5,,375,26,6,4
4265,0,3,,335,38,4,4
4266,0,1,,196,24,6,2
4267,0,4,,309,32,,4
4268,0,5,,251,30,6,2
4269,0,2,,224,23,6,3
4270,0,3,,342,31,4,
4271,0,4,,296,25,,4
4272,0,2,,249,33,6,4
4273,1,5,,304,22,10,2
4274,0,5,,339,26,6,4
4275,0,4,,301,38,,4
4276,0,4,,359,26,10,4
4277,0,5,,303,24,6,
4278,0,5,,323,27,6,4
4279,0,7,,381,24,6,2
4280,0,4,,329,26,6,2
4281,0,3,,362,34,10,4
4282,0,9,,323,26,10,2
4283,0,4,201,317,27,10,3
4284,0,,,0,37,,3
4285,0,7,,243,37,,4
4286,0,4,,295,26,6,
4287,0,8,,264,24,,4
4288,0,4,,289,38,,
4289,0,4,,294,32,6,4
4290,0,6,,314,23,10,3
4291,0,3,,262,34,10,1
4292,0,3,,297,31,,4
4293,0,4,,281,31,,
4294,0,11,171,370,22,6,3
4295,0,7,,333,27,6,3
4296,1,4,,292,24,10,2
4297,0,6,,334,26,10,3
4298,0,,,230,22,6,1
4299,0,8,193,242,32,10,
4300,0,4,,296,30,6,4
4301,0,4,,311,25,,5
4302,0,3,171,303,24,,
4303,1,,204,214,24,10,2
4304,0,4,,292,29,6,2
4305,0,6,,320,26,10,3
4306,0,3,,232,24,6,2
4307,0,3,,242,27,6,4
4308,0,5,,373,24,6,4
4309,0,5,,331,31,6,2
4310,1,1,,205,24,10,4
4311,0,5,,351,25,6,1
4312,0,4,,270,23,6,2
4313,1,1,,199,22,6,
4314,0,3,,289,25,6,4
4315,0,4,,313,28,10,4
4316,0,6,,389,24,6,
4317,0,3,193,261,33,6,3
4318,0,8,,434,27,6,2
4319,0,6,,327,21,6,4
4320,0,4,,292,33,,
4321,0,4,,341,29,6,4
4322,0,7,,272,27,6,2
4323,0,2,,322,34,6,4
4324,0,6,,271,24,6,2
4325,1,3,,263,30,,
4326,0,4,,365,34,10,4
4327,1,5,,335,31,6,
4328,0,6,,297,26,6,4
4329,0,4,,266,29,6,2
4330,0,4,,246,24,6,4
4331,1,6,,269,23,6,
4332,0,8,,232,32,6,
4333,0,5,,310,30,,5
4334,0,4,,339,40,,5
4335,1,3,,236,21,,4
4336,0,5,,363,29,10,2
4337,0,3,,212,27,6,2
4338,1,4,,288,26,6,
4339,0,4,,266,28,8,4
4340,0,4,,305,27,6,2
4341,0,8,,386,31,,5
4342,0,5,,309,24,10,4
4343,0,3,,267,25,6,
4344,0,2,,225,25,6,4
4345,0,4,,332,37,,4
4346,0,5,,202,23,6,2
4347,0,5,193,233,25,10,4
4348,0,7,,383,25,6,2
4349,0,3,,289,25,6,4
4350,0,2,,251,28,6,2
4351,0,4,,327,31,6,4
4352,0,4,,375,31,10,4
4353,0,3,,352,27,6,4
4354,0,4,,333,47,4,4
4355,0,4,,296,32,6,4
4356,0,4,,337,26,10,4
4357,0,4,,317,24,10,
4358,0,6,,295,37,,5
4359,0,6,,386,27,6,4
4360,0,4,,327,30,,5
4361,0,3,,298,34,4,4
4362,0,6,,314,33,4,5
4363,0,4,,355,28,6,4
4364,0,5,,342,23,6,4
4365,0,3,,301,34,,4
4366,0,4,,240,24,6,2
4367,0,6,,334,27,,5
4368,0,5,,316,23,6,2
4369,0,3,,340,22,6,4
4370,0,2,,264,27,10,4
4371,0,4,,362,30,4,4
4372,0,6,,398,26,6,
4373,0,7,,339,27,6,4
4374,0,4,,260,31,6,3
4375,0,5,,306,27,6,2
4376,0,5,,337,23,6,4
4377,0,3,,277,35,,4
4378,0,4,,273,41,6,4
4379,0,4,,335,27,10,5
4380,0,7,,202,30,6,
4381,0,5,,354,29,,4
4382,0,5,,225,24,,3
4383,0,5,,257,29,,4
4384,0,4,,316,32,8,4
4385,0,6,,373,28,6,4
4386,0,7,,378,31,4,4
4387,0,7,,343,32,6,3
4388,0,5,,367,34,8,4
4389,0,5,,364,41,,4
4390,0,4,,326,29,10,4
4391,0,14,,336,25,6,3
4392,0,5,,286,23,6,4
4393,0,2,,274,33,10,4
4394,0,3,,282,22,6,4
4395,0,5,,344,25,6,1
4396,0,4,,274,26,4,4
4397,1,1,200,205,23,10,
4398,0,4,,304,27,,2
4399,0,5,171,284,27,4,4
4400,0,2,,219,23,10,2
4401,0,5,,259,25,6,4
4402,0,6,171,317,28,4,2
4403,0,3,,337,27,10,4
4404,0,7,,265,23,6,3
4405,0,3,,300,29,10,3
4406,0,7,,205,24,6,3
4407,1,5,,351,23,6,
4408,0,6,,385,23,6,2
4409,0,2,,326,30,10,4
4410,0,4,,348,27,10,2
4411,0,4,,335,25,6,4
4412,0,5,,402,24,10,
4413,1,3,,289,24,6,2
4414,0,6,,363,30,6,
4415,0,6,,285,26,,4
4416,0,4,,287,35,6,
4417,0,5,,306,38,6,4
4418,0,3,,334,34,8,4
4419,0,5,,332,41,4,4
4420,0,6,,320,22,6,2
4421,0,3,,280,28,4,3
4422,0,3,,286,40,4,4
4423,0,8,,266,23,6,
4424,0,9,,226,24,6,3
4425,0,4,,314,26,6,1
4426,0,5,,367,29,6,2
4427,0,4,,314,24,6,4
4428,0,3,,273,29,,4
4429,0,2,,307,29,6,1
4430,0,3,,0,34,10,2
4431,0,6,,321,31,,4
4432,1,6,,296,23,10,2
4433,0,4,,349,27,6,3
4434,0,4,,351,28,10,4
4435,0,4,,360,24,10,4
4436,0,5,,370,30,4,5
4437,0,4,,325,26,6,4
4438,0,13,,250,40,6,2
4439,0,4,,343,25,10,2
4440,0,2,,238,33,10,3
4441,0,4,,281,35,,4
4442,0,9,,307,28,10,2
4443,1,4,,371,29,6,4
4444,0,6,,228,23,6,
4445,0,3,,242,24,6,1
4446,0,3,,280,26,10,4
4447,0,6,,323,27,6,4
4448,0,4,,325,28,6,4
4449,0,3,,239,29,6,4
4450,1,,,0,24,6,
4451,0,3,,330,24,6,3
4452,0,3,,300,26,6,3
4453,0,4,,313,23,6,2
4454,0,3,,284,33,,5
4455,0,5,204,255,27,10,
4456,0,4,,359,26,6,4
4457,0,5,,296,23,10,2
4458,0,4,,315,34,,2
4459,0,4,,348,29,6,4
4460,0,8,,427,26,4,4
4461,0,7,,360,25,,4
4462,0,12,,285,21,6,
4463,0,2,208,215,23,10,2
4464,0,4,,295,29,10,4
4465,0,6,,328,26,10,4
4466,0,4,,323,24,6,5
4467,0,3,,268,43,,4
4468,0,5,,325,27,10,2
4469,0,6,,303,39,,
4470,0,8,,428,24,10,4
4471,0,3,,303,38,4,1
4472,0,,,193,22,6,
4473,0,7,171,364,27,6,
4474,0,5,,402,35,6,4
4475,0,6,,381,26,6,4
4476,0,3,,276,24,10,3
4477,0,5,,260,35,,4
4478,0,6,,325,30,6,2
4479,0,5,,317,30,6,4
4480,0,3,,333,26,4,4
4481,0,1,188,205,23,10,3
4482,0,6,,298,24,6,2
4483,0,3,,369,31,,4
4484,0,3,171,267,29,,
4485,0,4,,422,25,10,2
4486,0,4,,300,27,,4
4487,0,3,,306,27,6,4
4488,0,4,,358,27,6,4
4489,0,5,,332,27,6,4
4490,0,9,,307,39,6,4
4491,0,3,,244,37,,4
4492,0,4,,311,36,4,3
4493,0,4,,359,28,10,4
4494,0,4,,315,23,6,3
4495,0,8,,294,22,6,1
4496,1,2,,263,25,10,3
